,algorithm_name,avg_run_time,comparison_operator,n,repetitions,test_fun,timeouts
447,(1+1)-EA,79999.1,gt,300,10,LeadingOnes,0
448,(1+1)-EA,73020.0,ge,300,10,LeadingOnes,0
449,(1+1)-EA,4369.8,gt,300,10,BinVal,0
450,(1+1)-EA,4196.1,ge,300,10,BinVal,0
451,(1+2)-EA,4290.0,gt,300,10,OneMax,0
452,(1+2)-EA,4446.2,ge,300,10,OneMax,0
453,(1+2)-EA,76486.8,gt,300,10,LeadingOnes,0
454,(1+2)-EA,72721.0,ge,300,10,LeadingOnes,0
455,(1+2)-EA,3676.4,gt,300,10,BinVal,0
456,(1+2)-EA,4815.2,ge,300,10,BinVal,0
457,(1+5)-EA,4755.5,gt,300,10,OneMax,0
458,(1+5)-EA,3949.0,ge,300,10,OneMax,0
459,(1+5)-EA,79931.0,gt,300,10,LeadingOnes,0
460,(1+5)-EA,79615.5,ge,300,10,LeadingOnes,0
461,(1+5)-EA,4530.0,gt,300,10,BinVal,0
462,(1+5)-EA,5238.5,ge,300,10,BinVal,0
463,(1+10)-EA,4150.0,gt,300,10,OneMax,0
464,(1+10)-EA,4242.0,ge,300,10,OneMax,0
465,(1+10)-EA,78891.0,gt,300,10,LeadingOnes,0
466,(1+10)-EA,73960.0,ge,300,10,LeadingOnes,0
467,(1+10)-EA,5496.0,gt,300,10,BinVal,0
468,(1+10)-EA,5736.0,ge,300,10,BinVal,0
469,RLS,1720.4,gt,325,10,OneMax,0
470,RLS,1935.7,ge,325,10,OneMax,0
471,RLS,52207.6,gt,325,10,LeadingOnes,0
472,RLS,53025.4,ge,325,10,LeadingOnes,0
473,RLS,1773.7,gt,325,10,BinVal,0
474,RLS,1692.4,ge,325,10,BinVal,0
475,(1+1)-EA,5107.4,gt,325,10,OneMax,0
476,(1+1)-EA,4306.5,ge,325,10,OneMax,0
477,(1+1)-EA,90915.4,gt,325,10,LeadingOnes,0
478,(1+1)-EA,93974.6,ge,325,10,LeadingOnes,0
479,(1+1)-EA,4249.9,gt,325,10,BinVal,0
480,(1+1)-EA,4666.2,ge,325,10,BinVal,0
481,(1+2)-EA,4734.0,gt,325,10,OneMax,0
482,(1+2)-EA,4923.0,ge,325,10,OneMax,0
483,(1+2)-EA,92446.6,gt,325,10,LeadingOnes,0
484,(1+2)-EA,90862.4,ge,325,10,LeadingOnes,0
485,(1+2)-EA,5502.8,gt,325,10,BinVal,0
486,(1+2)-EA,4707.4,ge,325,10,BinVal,0
487,(1+5)-EA,5306.0,gt,325,10,OneMax,0
488,(1+5)-EA,4666.5,ge,325,10,OneMax,0
489,(1+5)-EA,90669.0,gt,325,10,LeadingOnes,0
490,(1+5)-EA,88966.5,ge,325,10,LeadingOnes,0
491,(1+5)-EA,4959.0,gt,325,10,BinVal,0
492,(1+5)-EA,5317.5,ge,325,10,BinVal,0
493,(1+10)-EA,5132.0,gt,325,10,OneMax,0
494,(1+10)-EA,5351.0,ge,325,10,OneMax,0
495,(1+10)-EA,91169.0,gt,325,10,LeadingOnes,0
496,(1+10)-EA,94716.0,ge,325,10,LeadingOnes,0
497,(1+10)-EA,5749.0,gt,325,10,BinVal,0
498,(1+10)-EA,6403.0,ge,325,10,BinVal,0
499,RLS,1935.4,gt,350,10,OneMax,0
500,RLS,1796.7,ge,350,10,OneMax,0
501,RLS,61739.857142857145,gt,350,10,LeadingOnes,3
502,RLS,63282.8,ge,350,10,LeadingOnes,0
503,RLS,1865.6,gt,350,10,BinVal,0
504,RLS,2014.9,ge,350,10,BinVal,0
505,(1+1)-EA,4646.5,gt,350,10,OneMax,0
506,(1+1)-EA,4485.6,ge,350,10,OneMax,0
507,(1+1)-EA,109381.9,gt,350,10,LeadingOnes,0
508,(1+1)-EA,112125.5,ge,350,10,LeadingOnes,0
509,(1+1)-EA,5282.6,gt,350,10,BinVal,0
510,(1+1)-EA,5038.9,ge,350,10,BinVal,0
511,(1+2)-EA,5104.0,gt,350,10,OneMax,0
512,(1+2)-EA,5539.2,ge,350,10,OneMax,0
513,(1+2)-EA,108860.4,gt,350,10,LeadingOnes,0
514,(1+2)-EA,105628.8,ge,350,10,LeadingOnes,0
515,(1+2)-EA,4941.4,gt,350,10,BinVal,0
516,(1+2)-EA,5151.714285714285,ge,350,10,BinVal,3
517,(1+5)-EA,5557.5,gt,350,10,OneMax,0
518,(1+5)-EA,4997.0,ge,350,10,OneMax,0
519,(1+5)-EA,105139.5,gt,350,10,LeadingOnes,0
520,(1+5)-EA,112452.0,ge,350,10,LeadingOnes,0
521,(1+5)-EA,6000.0,gt,350,10,BinVal,0
522,(1+5)-EA,6036.5,ge,350,10,BinVal,0
523,(1+10)-EA,5614.0,gt,350,10,OneMax,0
524,(1+10)-EA,5366.0,ge,350,10,OneMax,0
525,(1+10)-EA,105816.0,gt,350,10,LeadingOnes,0
526,(1+10)-EA,107695.0,ge,350,10,LeadingOnes,0
527,(1+10)-EA,6013.0,gt,350,10,BinVal,0
528,(1+10)-EA,6925.0,ge,350,10,BinVal,2
529,RLS,2507.5,gt,375,10,OneMax,0
530,RLS,2267.1,ge,375,10,OneMax,0
531,RLS,70393.2,gt,375,10,LeadingOnes,0
532,RLS,75926.9,ge,375,10,LeadingOnes,0
533,RLS,2199.1,gt,375,10,BinVal,0
534,RLS,2050.7,ge,375,10,BinVal,0
535,(1+1)-EA,5280.0,gt,375,10,OneMax,0
536,(1+1)-EA,5456.2,ge,375,10,OneMax,0
537,(1+1)-EA,122001.5,gt,375,10,LeadingOnes,0
538,(1+1)-EA,125071.9,ge,375,10,LeadingOnes,0
539,(1+1)-EA,5155.9,gt,375,10,BinVal,0
540,(1+1)-EA,5093.8,ge,375,10,BinVal,0
541,(1+2)-EA,5246.2,gt,375,10,OneMax,0
542,(1+2)-EA,5498.4,ge,375,10,OneMax,0
543,(1+2)-EA,121229.2,gt,375,10,LeadingOnes,0
544,(1+2)-EA,121265.6,ge,375,10,LeadingOnes,0
545,(1+2)-EA,5704.2,gt,375,10,BinVal,0
546,(1+2)-EA,5414.6,ge,375,10,BinVal,0
547,(1+5)-EA,5993.0,gt,375,10,OneMax,0
548,(1+5)-EA,5783.0,ge,375,10,OneMax,0
549,(1+5)-EA,118975.0,gt,375,10,LeadingOnes,0
550,(1+5)-EA,123779.0,ge,375,10,LeadingOnes,0
551,(1+5)-EA,6635.0,gt,375,10,BinVal,0
552,(1+5)-EA,6168.0,ge,375,10,BinVal,0
553,(1+10)-EA,6677.0,gt,375,10,OneMax,0
554,(1+10)-EA,7230.0,ge,375,10,OneMax,0
555,(1+10)-EA,121338.0,gt,375,10,LeadingOnes,0
556,(1+10)-EA,120702.0,ge,375,10,LeadingOnes,0
557,(1+10)-EA,6237.0,gt,375,10,BinVal,0
558,(1+10)-EA,6660.0,ge,375,10,BinVal,0
559,RLS,2078.6,gt,400,10,OneMax,0
560,RLS,2257.2,ge,400,10,OneMax,0
561,RLS,80958.8,gt,400,10,LeadingOnes,0
562,RLS,79498.4,ge,400,10,LeadingOnes,0
563,RLS,2401.2,gt,400,10,BinVal,0
564,RLS,2310.0,ge,400,10,BinVal,0
565,(1+1)-EA,5782.9,gt,400,10,OneMax,0
566,(1+1)-EA,5353.5,ge,400,10,OneMax,0
567,(1+1)-EA,131804.6,gt,400,10,LeadingOnes,0
568,(1+1)-EA,135210.7,ge,400,10,LeadingOnes,0
569,(1+1)-EA,6417.4,gt,400,10,BinVal,0
570,(1+1)-EA,6309.8,ge,400,10,BinVal,0
571,(1+2)-EA,6039.8,gt,400,10,OneMax,0
572,(1+2)-EA,5765.6,ge,400,10,OneMax,0
573,(1+2)-EA,135185.6,gt,400,10,LeadingOnes,0
574,(1+2)-EA,136831.6,ge,400,10,LeadingOnes,0
575,(1+2)-EA,6209.0,gt,400,10,BinVal,0
576,(1+2)-EA,6394.0,ge,400,10,BinVal,0
577,(1+5)-EA,6742.0,gt,400,10,OneMax,0
578,(1+5)-EA,5386.5,ge,400,10,OneMax,0
579,(1+5)-EA,129621.5,gt,400,10,LeadingOnes,0
580,(1+5)-EA,145512.5,ge,400,10,LeadingOnes,0
581,(1+5)-EA,6840.5,gt,400,10,BinVal,0
582,(1+5)-EA,5980.0,ge,400,10,BinVal,0
583,(1+10)-EA,6361.0,gt,400,10,OneMax,0
584,(1+10)-EA,6702.0,ge,400,10,OneMax,0
585,(1+10)-EA,142443.0,gt,400,10,LeadingOnes,0
586,(1+10)-EA,140157.0,ge,400,10,LeadingOnes,0
587,(1+10)-EA,7067.0,gt,400,10,BinVal,0
588,(1+10)-EA,7910.0,ge,400,10,BinVal,0
589,RLS,2575.0,gt,425,10,OneMax,0
590,RLS,2410.3,ge,425,10,OneMax,0
591,RLS,92494.7,gt,425,10,LeadingOnes,0
592,RLS,88885.9,ge,425,10,LeadingOnes,0
593,RLS,2458.6,gt,425,10,BinVal,0
594,RLS,2731.0,ge,425,10,BinVal,3
595,(1+1)-EA,6513.8,gt,425,10,OneMax,0
596,(1+1)-EA,6221.9,ge,425,10,OneMax,0
597,(1+1)-EA,155240.8,gt,425,10,LeadingOnes,0
598,(1+1)-EA,157585.0,ge,425,10,LeadingOnes,0
599,(1+1)-EA,7688.1,gt,425,10,BinVal,0
600,(1+1)-EA,6694.8,ge,425,10,BinVal,0
601,(1+2)-EA,6517.4,gt,425,10,OneMax,0
602,(1+2)-EA,6253.8,ge,425,10,OneMax,0
603,(1+2)-EA,157513.2,gt,425,10,LeadingOnes,0
604,(1+2)-EA,150769.4,ge,425,10,LeadingOnes,0
605,(1+2)-EA,6529.0,gt,425,10,BinVal,0
606,(1+2)-EA,6367.428571428572,ge,425,10,BinVal,3
607,(1+5)-EA,7401.0,gt,425,10,OneMax,0
608,(1+5)-EA,6700.5,ge,425,10,OneMax,0
609,(1+5)-EA,155026.5,gt,425,10,LeadingOnes,0
610,(1+5)-EA,157596.5,ge,425,10,LeadingOnes,0
611,(1+5)-EA,7090.714285714285,gt,425,10,BinVal,3
612,(1+5)-EA,6991.0,ge,425,10,BinVal,0
613,(1+10)-EA,7034.0,gt,425,10,OneMax,0
614,(1+10)-EA,7751.0,ge,425,10,OneMax,0
615,(1+10)-EA,160685.0,gt,425,10,LeadingOnes,0
616,(1+10)-EA,163995.0,ge,425,10,LeadingOnes,0
617,(1+10)-EA,8024.285714285715,gt,425,10,BinVal,3
618,(1+10)-EA,7522.0,ge,425,10,BinVal,0
619,RLS,2408.8,gt,450,10,OneMax,0
620,RLS,2962.0,ge,450,10,OneMax,0
621,RLS,99865.4,gt,450,10,LeadingOnes,0
622,RLS,100236.1,ge,450,10,LeadingOnes,0
623,RLS,2674.2,gt,450,10,BinVal,0
624,RLS,2563.1,ge,450,10,BinVal,0
625,(1+1)-EA,6527.6,gt,450,10,OneMax,0
626,(1+1)-EA,7437.9,ge,450,10,OneMax,0
627,(1+1)-EA,171218.5,gt,450,10,LeadingOnes,0
628,(1+1)-EA,174257.22222222222,ge,450,10,LeadingOnes,1
629,(1+1)-EA,7439.0,gt,450,10,BinVal,0
630,(1+1)-EA,7341.2,ge,450,10,BinVal,0
631,(1+2)-EA,6372.0,gt,450,10,OneMax,0
632,(1+2)-EA,6847.4,ge,450,10,OneMax,0
633,(1+2)-EA,169074.8,gt,450,10,LeadingOnes,0
634,(1+2)-EA,172516.2,ge,450,10,LeadingOnes,0
635,(1+2)-EA,6832.8,gt,450,10,BinVal,0
636,(1+2)-EA,7290.4,ge,450,10,BinVal,0
637,(1+5)-EA,6973.0,gt,450,10,OneMax,0
638,(1+5)-EA,6913.0,ge,450,10,OneMax,0
639,(1+5)-EA,168920.0,gt,450,10,LeadingOnes,0
640,(1+5)-EA,176641.0,ge,450,10,LeadingOnes,0
641,(1+5)-EA,6948.0,gt,450,10,BinVal,0
642,(1+5)-EA,7893.5,ge,450,10,BinVal,0
643,(1+10)-EA,7503.0,gt,450,10,OneMax,0
644,(1+10)-EA,7863.0,ge,450,10,OneMax,0
645,(1+10)-EA,173185.0,gt,450,10,LeadingOnes,0
646,(1+10)-EA,172425.0,ge,450,10,LeadingOnes,0
647,(1+10)-EA,8730.0,gt,450,10,BinVal,0
648,(1+10)-EA,7983.0,ge,450,10,BinVal,0
649,RLS,2898.0,gt,475,10,OneMax,0
650,RLS,2754.3,ge,475,10,OneMax,0
651,RLS,109862.6,gt,475,10,LeadingOnes,0
652,RLS,113789.8,ge,475,10,LeadingOnes,0
653,RLS,3001.6,gt,475,10,BinVal,0
654,RLS,2958.6,ge,475,10,BinVal,0
655,(1+1)-EA,6618.8,gt,475,10,OneMax,0
656,(1+1)-EA,6830.1,ge,475,10,OneMax,0
657,(1+1)-EA,204221.2,gt,475,10,LeadingOnes,0
658,(1+1)-EA,200614.4,ge,475,10,LeadingOnes,0
659,(1+1)-EA,6969.0,gt,475,10,BinVal,0
660,(1+1)-EA,6894.1,ge,475,10,BinVal,0
661,(1+2)-EA,6444.6,gt,475,10,OneMax,0
662,(1+2)-EA,6816.2,ge,475,10,OneMax,0
663,(1+2)-EA,198692.88888888888,gt,475,10,LeadingOnes,1
664,(1+2)-EA,193524.6,ge,475,10,LeadingOnes,0
665,(1+2)-EA,6953.6,gt,475,10,BinVal,0
666,(1+2)-EA,6844.0,ge,475,10,BinVal,4
667,(1+5)-EA,6331.5,gt,475,10,OneMax,0
668,(1+5)-EA,8804.0,ge,475,10,OneMax,0
669,(1+5)-EA,195311.25,gt,475,10,LeadingOnes,2
670,(1+5)-EA,192423.0,ge,475,10,LeadingOnes,0
671,(1+5)-EA,7819.5,gt,475,10,BinVal,0
672,(1+5)-EA,8960.625,ge,475,10,BinVal,2
673,(1+10)-EA,7213.0,gt,475,10,OneMax,0
674,(1+10)-EA,8551.0,ge,475,10,OneMax,0
675,(1+10)-EA,189220.0,gt,475,10,LeadingOnes,2
676,(1+10)-EA,190648.0,ge,475,10,LeadingOnes,0
677,(1+10)-EA,9066.0,gt,475,10,BinVal,0
678,(1+10)-EA,8535.555555555555,ge,475,10,BinVal,1
679,RLS,2891.2,gt,500,10,OneMax,0
680,RLS,2924.3,ge,500,10,OneMax,0
681,RLS,126004.88888888889,gt,500,10,LeadingOnes,1
682,RLS,118376.3,ge,500,10,LeadingOnes,0
683,RLS,3165.6,gt,500,10,BinVal,0
684,RLS,2810.7,ge,500,10,BinVal,0
685,(1+1)-EA,7326.0,gt,500,10,OneMax,0
686,(1+1)-EA,7944.6,ge,500,10,OneMax,0
687,(1+1)-EA,203617.33333333334,gt,500,10,LeadingOnes,7
688,(1+1)-EA,198524.0,ge,500,10,LeadingOnes,9
689,(1+1)-EA,7760.7,gt,500,10,BinVal,0
690,(1+1)-EA,7950.8,ge,500,10,BinVal,0
691,(1+2)-EA,7120.6,gt,500,10,OneMax,0
692,(1+2)-EA,7015.0,ge,500,10,OneMax,0
693,(1+2)-EA,218636.0,gt,500,10,LeadingOnes,0
694,(1+2)-EA,214822.0,ge,500,10,LeadingOnes,9
695,(1+2)-EA,8300.6,gt,500,10,BinVal,0
696,(1+2)-EA,7434.4,ge,500,10,BinVal,0
697,(1+5)-EA,8487.5,gt,500,10,OneMax,0
698,(1+5)-EA,8177.0,ge,500,10,OneMax,0
699,(1+5)-EA,215069.5,gt,500,10,LeadingOnes,0
700,(1+5)-EA,221280.0,ge,500,10,LeadingOnes,0
701,(1+5)-EA,8094.0,gt,500,10,BinVal,0
702,(1+5)-EA,8315.0,ge,500,10,BinVal,4
703,(1+10)-EA,8463.0,gt,500,10,OneMax,0
704,(1+10)-EA,8910.0,ge,500,10,OneMax,0
705,(1+10)-EA,214443.33333333334,gt,500,10,LeadingOnes,1
706,(1+10)-EA,216415.0,ge,500,10,LeadingOnes,0
707,(1+10)-EA,10748.0,gt,500,10,BinVal,0
708,(1+10)-EA,9729.0,ge,500,10,BinVal,0
709,RLS,3140.0,gt,525,10,OneMax,0
710,RLS,3405.8,ge,525,10,OneMax,0
711,RLS,140195.5,gt,525,10,LeadingOnes,0
712,RLS,138388.7,ge,525,10,LeadingOnes,0
713,RLS,3333.3,gt,525,10,BinVal,0
714,RLS,3070.0,ge,525,10,BinVal,0
715,(1+1)-EA,7788.2,gt,525,10,OneMax,0
716,(1+1)-EA,8137.6,ge,525,10,OneMax,0
717,(1+1)-EA,207789.66666666666,gt,525,10,LeadingOnes,7
718,(1+1)-EA,inf,ge,525,10,LeadingOnes,10
719,(1+1)-EA,7921.1,gt,525,10,BinVal,0
720,(1+1)-EA,8282.5,ge,525,10,BinVal,0
721,(1+2)-EA,7147.8,gt,525,10,OneMax,0
722,(1+2)-EA,7647.0,ge,525,10,OneMax,0
723,(1+2)-EA,227405.2,gt,525,10,LeadingOnes,5
724,(1+2)-EA,230244.0,ge,525,10,LeadingOnes,6
725,(1+2)-EA,8327.4,gt,525,10,BinVal,0
726,(1+2)-EA,8168.0,ge,525,10,BinVal,4
727,(1+5)-EA,7993.5,gt,525,10,OneMax,0
728,(1+5)-EA,9570.0,ge,525,10,OneMax,0
729,(1+5)-EA,242006.0,gt,525,10,LeadingOnes,5
730,(1+5)-EA,239288.0,ge,525,10,LeadingOnes,0
731,(1+5)-EA,8106.0,gt,525,10,BinVal,0
732,(1+5)-EA,7519.166666666667,ge,525,10,BinVal,4
733,(1+10)-EA,7961.0,gt,525,10,OneMax,0
734,(1+10)-EA,8660.0,ge,525,10,OneMax,0
735,(1+10)-EA,226122.0,gt,525,10,LeadingOnes,5
736,(1+10)-EA,240230.0,ge,525,10,LeadingOnes,0
737,(1+10)-EA,10610.0,gt,525,10,BinVal,0
738,(1+10)-EA,9170.0,ge,525,10,BinVal,0
739,RLS,3161.7,gt,550,10,OneMax,0
740,RLS,3477.3,ge,550,10,OneMax,0
741,RLS,154272.6,gt,550,10,LeadingOnes,0
742,RLS,160469.9,ge,550,10,LeadingOnes,0
743,RLS,3290.285714285714,gt,550,10,BinVal,3
744,RLS,3566.5,ge,550,10,BinVal,0
745,(1+1)-EA,9017.3,gt,550,10,OneMax,0
746,(1+1)-EA,8267.5,ge,550,10,OneMax,0
747,(1+1)-EA,inf,gt,550,10,LeadingOnes,10
748,(1+1)-EA,9170.166666666666,gt,550,10,BinVal,4
749,(1+1)-EA,8315.0,ge,550,10,BinVal,1
750,(1+2)-EA,8136.4,gt,550,10,OneMax,0
751,(1+2)-EA,8557.8,ge,550,10,OneMax,0
752,(1+2)-EA,236568.0,gt,550,10,LeadingOnes,9
753,(1+2)-EA,inf,ge,550,10,LeadingOnes,10
754,(1+2)-EA,8328.8,gt,550,10,BinVal,0
755,(1+2)-EA,7859.0,ge,550,10,BinVal,4
756,(1+5)-EA,8244.5,gt,550,10,OneMax,0
757,(1+5)-EA,7750.5,ge,550,10,OneMax,0
758,(1+5)-EA,252543.33333333334,gt,550,10,LeadingOnes,7
759,(1+5)-EA,247345.0,ge,550,10,LeadingOnes,6
760,(1+5)-EA,9079.375,gt,550,10,BinVal,2
761,(1+5)-EA,8573.75,ge,550,10,BinVal,2
762,(1+10)-EA,10618.0,gt,550,10,OneMax,0
763,(1+10)-EA,9501.0,ge,550,10,OneMax,0
764,(1+10)-EA,258095.0,gt,550,10,LeadingOnes,6
765,(1+10)-EA,255500.0,ge,550,10,LeadingOnes,2
766,(1+10)-EA,10940.0,gt,550,10,BinVal,0
767,(1+10)-EA,9988.0,ge,550,10,BinVal,5
768,RLS,3790.2,gt,575,10,OneMax,0
769,RLS,3592.8,ge,575,10,OneMax,0
770,RLS,170645.0,gt,575,10,LeadingOnes,0
771,RLS,165128.9,ge,575,10,LeadingOnes,0
772,RLS,4080.8,gt,575,10,BinVal,0
773,RLS,3470.6,ge,575,10,BinVal,0
774,(1+1)-EA,8793.5,gt,575,10,OneMax,0
775,(1+1)-EA,9030.5,ge,575,10,OneMax,0
776,(1+1)-EA,9001.5,gt,575,10,BinVal,0
777,(1+1)-EA,9305.6,ge,575,10,BinVal,0
778,(1+2)-EA,8424.2,gt,575,10,OneMax,0
779,(1+2)-EA,8807.0,ge,575,10,OneMax,0
780,(1+2)-EA,inf,gt,575,10,LeadingOnes,10
781,(1+2)-EA,8305.333333333334,gt,575,10,BinVal,1
782,(1+2)-EA,9191.2,ge,575,10,BinVal,0
783,(1+5)-EA,9960.0,gt,575,10,OneMax,0
784,(1+5)-EA,8821.5,ge,575,10,OneMax,0
785,(1+5)-EA,255898.33333333334,gt,575,10,LeadingOnes,7
786,(1+5)-EA,inf,ge,575,10,LeadingOnes,10
787,(1+5)-EA,9829.5,gt,575,10,BinVal,0
788,(1+5)-EA,10028.0,ge,575,10,BinVal,0
789,(1+10)-EA,9226.0,gt,575,10,OneMax,0
790,(1+10)-EA,9911.0,ge,575,10,OneMax,0
791,(1+10)-EA,260965.0,gt,575,10,LeadingOnes,6
792,(1+10)-EA,264860.0,ge,575,10,LeadingOnes,6
793,(1+10)-EA,11499.0,gt,575,10,BinVal,0
794,(1+10)-EA,10152.0,ge,575,10,BinVal,5
795,RLS,4406.1,gt,600,10,OneMax,0
796,RLS,4008.5,ge,600,10,OneMax,0
797,RLS,182108.5,gt,600,10,LeadingOnes,0
798,RLS,179639.0,ge,600,10,LeadingOnes,0
799,RLS,3950.3,gt,600,10,BinVal,0
800,RLS,4227.0,ge,600,10,BinVal,0
801,(1+1)-EA,10066.1,gt,600,10,OneMax,0
802,(1+1)-EA,9091.4,ge,600,10,OneMax,0
803,(1+1)-EA,10525.6,gt,600,10,BinVal,0
804,(1+1)-EA,9371.7,ge,600,10,BinVal,0
805,(1+2)-EA,9510.2,gt,600,10,OneMax,0
806,(1+2)-EA,10029.0,ge,600,10,OneMax,0
807,(1+2)-EA,9805.8,gt,600,10,BinVal,0
808,(1+2)-EA,10341.6,ge,600,10,BinVal,0
809,(1+5)-EA,9235.0,gt,600,10,OneMax,0
810,(1+5)-EA,8484.5,ge,600,10,OneMax,0
811,(1+5)-EA,inf,gt,600,10,LeadingOnes,10
812,(1+5)-EA,10240.714285714286,gt,600,10,BinVal,3
813,(1+5)-EA,10186.875,ge,600,10,BinVal,2
814,(1+10)-EA,10087.0,gt,600,10,OneMax,0
815,(1+10)-EA,10516.0,ge,600,10,OneMax,0
816,(1+10)-EA,inf,gt,600,10,LeadingOnes,10
817,(1+10)-EA,inf,ge,600,10,LeadingOnes,10
818,(1+10)-EA,10906.0,gt,600,10,BinVal,0
819,(1+10)-EA,11791.0,ge,600,10,BinVal,0
820,RLS,3782.3,gt,625,10,OneMax,0
821,RLS,3588.0,ge,625,10,OneMax,0
822,RLS,191777.1,gt,625,10,LeadingOnes,0
823,RLS,197007.6,ge,625,10,LeadingOnes,0
824,RLS,3442.6,gt,625,10,BinVal,0
825,RLS,3452.8571428571427,ge,625,10,BinVal,3
826,(1+1)-EA,10436.3,gt,625,10,OneMax,0
827,(1+1)-EA,10691.5,ge,625,10,OneMax,0
828,(1+1)-EA,10189.6,gt,625,10,BinVal,0
829,(1+1)-EA,9979.4,ge,625,10,BinVal,0
830,(1+2)-EA,10586.6,gt,625,10,OneMax,0
831,(1+2)-EA,9372.4,ge,625,10,OneMax,0
832,(1+2)-EA,10597.6,gt,625,10,BinVal,0
833,(1+2)-EA,9498.4,ge,625,10,BinVal,0
834,(1+5)-EA,10290.0,gt,625,10,OneMax,0
835,(1+5)-EA,10063.5,ge,625,10,OneMax,0
836,(1+5)-EA,11479.0,gt,625,10,BinVal,0
837,(1+5)-EA,11009.5,ge,625,10,BinVal,0
838,(1+10)-EA,10455.0,gt,625,10,OneMax,0
839,(1+10)-EA,10389.0,ge,625,10,OneMax,0
840,(1+10)-EA,12554.0,gt,625,10,BinVal,0
841,(1+10)-EA,12015.0,ge,625,10,BinVal,0
842,RLS,3980.3,gt,650,10,OneMax,0
843,RLS,4118.5,ge,650,10,OneMax,0
844,RLS,212264.1,gt,650,10,LeadingOnes,0
845,RLS,215017.6,ge,650,10,LeadingOnes,0
846,RLS,4131.142857142857,gt,650,10,BinVal,3
847,RLS,4338.7,ge,650,10,BinVal,0
848,(1+1)-EA,9027.3,gt,650,10,OneMax,0
849,(1+1)-EA,10600.4,ge,650,10,OneMax,0
850,(1+1)-EA,11424.7,gt,650,10,BinVal,0
851,(1+1)-EA,10367.888888888889,ge,650,10,BinVal,1
852,(1+2)-EA,9697.2,gt,650,10,OneMax,0
853,(1+2)-EA,9961.8,ge,650,10,OneMax,0
854,(1+2)-EA,11203.333333333334,gt,650,10,BinVal,1
855,(1+2)-EA,10526.8,ge,650,10,BinVal,0
856,(1+5)-EA,11163.5,gt,650,10,OneMax,0
857,(1+5)-EA,11094.0,ge,650,10,OneMax,0
858,(1+5)-EA,10614.0,gt,650,10,BinVal,0
859,(1+5)-EA,12526.5,ge,650,10,BinVal,0
860,(1+10)-EA,12056.0,gt,650,10,OneMax,0
861,(1+10)-EA,12759.0,ge,650,10,OneMax,0
862,(1+10)-EA,15098.0,gt,650,10,BinVal,0
863,(1+10)-EA,13193.0,ge,650,10,BinVal,0
864,RLS,4007.9,gt,675,10,OneMax,0
865,RLS,4347.1,ge,675,10,OneMax,0
866,RLS,222975.8,gt,675,10,LeadingOnes,0
867,RLS,216354.1,ge,675,10,LeadingOnes,0
868,RLS,4351.0,gt,675,10,BinVal,0
869,RLS,4089.1,ge,675,10,BinVal,0
870,(1+1)-EA,10862.1,gt,675,10,OneMax,0
871,(1+1)-EA,9343.6,ge,675,10,OneMax,0
872,(1+1)-EA,10444.777777777777,gt,675,10,BinVal,1
873,(1+1)-EA,11559.888888888889,ge,675,10,BinVal,1
874,(1+2)-EA,11899.8,gt,675,10,OneMax,0
875,(1+2)-EA,10266.6,ge,675,10,OneMax,0
876,(1+2)-EA,11111.4,gt,675,10,BinVal,0
877,(1+2)-EA,11587.4,ge,675,10,BinVal,0
878,(1+5)-EA,11095.0,gt,675,10,OneMax,0
879,(1+5)-EA,10869.0,ge,675,10,OneMax,0
880,(1+5)-EA,12807.5,gt,675,10,BinVal,0
881,(1+5)-EA,11558.0,ge,675,10,BinVal,0
882,(1+10)-EA,12060.0,gt,675,10,OneMax,0
883,(1+10)-EA,12153.0,ge,675,10,OneMax,0
884,(1+10)-EA,14382.0,gt,675,10,BinVal,0
885,(1+10)-EA,12014.0,ge,675,10,BinVal,0
886,RLS,4358.2,gt,700,10,OneMax,0
887,RLS,4129.3,ge,700,10,OneMax,0
888,RLS,243437.66666666666,gt,700,10,LeadingOnes,1
889,RLS,240321.6,ge,700,10,LeadingOnes,0
890,RLS,4709.0,gt,700,10,BinVal,0
891,RLS,4598.9,ge,700,10,BinVal,0
892,(1+1)-EA,11605.6,gt,700,10,OneMax,0
893,(1+1)-EA,11075.8,ge,700,10,OneMax,0
894,(1+1)-EA,11023.375,gt,700,10,BinVal,2
895,(1+1)-EA,10561.142857142857,ge,700,10,BinVal,3
896,(1+2)-EA,11656.2,gt,700,10,OneMax,0
897,(1+2)-EA,12772.0,ge,700,10,OneMax,0
898,(1+2)-EA,11869.6,gt,700,10,BinVal,5
899,(1+2)-EA,12645.6,ge,700,10,BinVal,0
900,(1+5)-EA,10905.0,gt,700,10,OneMax,0
901,(1+5)-EA,12003.5,ge,700,10,OneMax,0
902,(1+5)-EA,13007.0,gt,700,10,BinVal,0
903,(1+5)-EA,12543.5,ge,700,10,BinVal,0
904,(1+10)-EA,13884.0,gt,700,10,OneMax,0
905,(1+10)-EA,13279.0,ge,700,10,OneMax,0
906,(1+10)-EA,14150.0,gt,700,10,BinVal,0
907,(1+10)-EA,14216.0,ge,700,10,BinVal,0
908,RLS,4684.4,gt,725,10,OneMax,0
909,RLS,4894.5,ge,725,10,OneMax,0
910,RLS,261439.25,gt,725,10,LeadingOnes,2
911,RLS,257461.22222222222,ge,725,10,LeadingOnes,1
912,RLS,4009.5,gt,725,10,BinVal,0
913,RLS,4235.0,ge,725,10,BinVal,0
