,algorithm_name,avg_run_time,comparison_operator,n,repetitions,test_fun,timeouts
914,(1+1)-EA,12914.0,gt,725,10,OneMax,0
915,(1+1)-EA,10846.2,ge,725,10,OneMax,0
916,(1+1)-EA,10541.625,gt,725,10,BinVal,2
917,(1+1)-EA,10991.25,ge,725,10,BinVal,2
918,(1+2)-EA,11398.8,gt,725,10,OneMax,0
919,(1+2)-EA,10177.0,ge,725,10,OneMax,0
920,(1+2)-EA,12136.0,gt,725,10,BinVal,0
921,(1+2)-EA,11540.4,ge,725,10,BinVal,0
922,(1+5)-EA,13045.0,gt,725,10,OneMax,0
923,(1+5)-EA,12531.0,ge,725,10,OneMax,0
924,(1+5)-EA,13014.0,gt,725,10,BinVal,0
925,(1+5)-EA,11582.5,ge,725,10,BinVal,0
926,(1+10)-EA,12873.0,gt,725,10,OneMax,0
927,(1+10)-EA,12995.0,ge,725,10,OneMax,0
928,(1+10)-EA,14491.111111111111,gt,725,10,BinVal,1
929,(1+10)-EA,15018.333333333334,ge,725,10,BinVal,4
930,RLS,4967.0,gt,750,10,OneMax,0
931,RLS,4916.2,ge,750,10,OneMax,0
932,RLS,292242.4,gt,750,10,LeadingOnes,5
933,RLS,274806.6666666667,ge,750,10,LeadingOnes,1
934,RLS,4432.0,gt,750,10,BinVal,1
935,RLS,5060.875,ge,750,10,BinVal,2
936,(1+1)-EA,11142.2,gt,750,10,OneMax,0
937,(1+1)-EA,11818.6,ge,750,10,OneMax,0
938,(1+1)-EA,11294.0,gt,750,10,BinVal,2
939,(1+1)-EA,11030.142857142857,ge,750,10,BinVal,3
940,(1+2)-EA,11992.6,gt,750,10,OneMax,0
941,(1+2)-EA,13906.6,ge,750,10,OneMax,0
942,(1+2)-EA,11829.0,gt,750,10,BinVal,2
943,(1+2)-EA,11305.8,ge,750,10,BinVal,0
944,(1+5)-EA,10918.0,gt,750,10,OneMax,0
945,(1+5)-EA,13643.0,ge,750,10,OneMax,0
946,(1+5)-EA,13138.125,gt,750,10,BinVal,2
947,(1+5)-EA,14162.5,ge,750,10,BinVal,0
948,(1+10)-EA,13201.0,gt,750,10,OneMax,0
949,(1+10)-EA,13147.0,ge,750,10,OneMax,0
950,(1+10)-EA,14448.57142857143,gt,750,10,BinVal,3
951,(1+10)-EA,16081.25,ge,750,10,BinVal,2
952,RLS,5337.1,gt,775,10,OneMax,0
953,RLS,4756.1,ge,775,10,OneMax,0
954,RLS,291009.75,gt,775,10,LeadingOnes,6
955,RLS,271424.0,ge,775,10,LeadingOnes,6
956,RLS,5111.25,gt,775,10,BinVal,2
957,RLS,5103.222222222223,ge,775,10,BinVal,1
958,(1+1)-EA,12390.4,gt,775,10,OneMax,0
959,(1+1)-EA,13188.3,ge,775,10,OneMax,0
960,(1+1)-EA,11429.375,gt,775,10,BinVal,2
961,(1+1)-EA,11516.6,ge,775,10,BinVal,5
962,(1+2)-EA,12921.8,gt,775,10,OneMax,0
963,(1+2)-EA,13693.4,ge,775,10,OneMax,0
964,(1+2)-EA,12850.0,gt,775,10,BinVal,6
965,(1+2)-EA,12698.285714285714,ge,775,10,BinVal,3
966,(1+5)-EA,11843.0,gt,775,10,OneMax,0
967,(1+5)-EA,12101.5,ge,775,10,OneMax,0
968,(1+5)-EA,13651.5,gt,775,10,BinVal,0
969,(1+5)-EA,14505.0,ge,775,10,BinVal,1
970,(1+10)-EA,14186.0,gt,775,10,OneMax,0
971,(1+10)-EA,13463.0,ge,775,10,OneMax,0
972,(1+10)-EA,13740.0,gt,775,10,BinVal,6
973,(1+10)-EA,13755.714285714286,ge,775,10,BinVal,3
974,RLS,5230.0,gt,800,10,OneMax,0
975,RLS,5307.6,ge,800,10,OneMax,0
976,RLS,inf,gt,800,10,LeadingOnes,10
977,RLS,292484.5,ge,800,10,LeadingOnes,8
978,RLS,5050.7,gt,800,10,BinVal,0
979,RLS,4625.0,ge,800,10,BinVal,0
980,(1+1)-EA,13147.6,gt,800,10,OneMax,0
981,(1+1)-EA,13630.9,ge,800,10,OneMax,0
982,(1+1)-EA,12121.75,gt,800,10,BinVal,6
983,(1+1)-EA,11591.5,ge,800,10,BinVal,4
984,(1+2)-EA,11541.0,gt,800,10,OneMax,0
985,(1+2)-EA,13136.8,ge,800,10,OneMax,0
986,(1+2)-EA,12786.0,gt,800,10,BinVal,4
987,(1+2)-EA,11951.42857142857,ge,800,10,BinVal,3
988,(1+5)-EA,14025.0,gt,800,10,OneMax,0
989,(1+5)-EA,13654.0,ge,800,10,OneMax,0
990,(1+5)-EA,13228.333333333334,gt,800,10,BinVal,7
991,(1+5)-EA,13721.42857142857,ge,800,10,BinVal,3
992,(1+10)-EA,14385.0,gt,800,10,OneMax,0
993,(1+10)-EA,13741.0,ge,800,10,OneMax,0
994,(1+10)-EA,15853.333333333334,gt,800,10,BinVal,4
995,(1+10)-EA,14261.25,ge,800,10,BinVal,2
996,RLS,5017.6,gt,825,10,OneMax,0
997,RLS,5292.0,ge,825,10,OneMax,0
998,RLS,inf,ge,825,10,LeadingOnes,10
999,RLS,5799.7,gt,825,10,BinVal,0
1000,RLS,5362.0,ge,825,10,BinVal,0
1001,(1+1)-EA,12163.6,gt,825,10,OneMax,0
1002,(1+1)-EA,12265.6,ge,825,10,OneMax,0
1003,(1+1)-EA,12113.0,gt,825,10,BinVal,8
1004,(1+1)-EA,10941.0,ge,825,10,BinVal,6
1005,(1+2)-EA,13725.0,gt,825,10,OneMax,0
1006,(1+2)-EA,13565.8,ge,825,10,OneMax,0
1007,(1+2)-EA,12086.5,gt,825,10,BinVal,2
1008,(1+2)-EA,13134.0,ge,825,10,BinVal,2
1009,(1+5)-EA,13555.5,gt,825,10,OneMax,0
1010,(1+5)-EA,13199.5,ge,825,10,OneMax,0
1011,(1+5)-EA,13968.888888888889,gt,825,10,BinVal,1
1012,(1+5)-EA,13935.0,ge,825,10,BinVal,2
1013,(1+10)-EA,14921.0,gt,825,10,OneMax,0
1014,(1+10)-EA,15668.0,ge,825,10,OneMax,0
1015,(1+10)-EA,15867.5,gt,825,10,BinVal,6
1016,(1+10)-EA,14900.0,ge,825,10,BinVal,6
1017,RLS,6178.4,gt,850,10,OneMax,0
1018,RLS,5352.9,ge,850,10,OneMax,0
1019,RLS,6107.7,gt,850,10,BinVal,0
1020,RLS,5854.6,ge,850,10,BinVal,0
1021,(1+1)-EA,14214.3,gt,850,10,OneMax,0
1022,(1+1)-EA,15592.6,ge,850,10,OneMax,0
1023,(1+1)-EA,10618.333333333334,gt,850,10,BinVal,7
1024,(1+1)-EA,11445.666666666666,ge,850,10,BinVal,4
1025,(1+2)-EA,14679.8,gt,850,10,OneMax,0
1026,(1+2)-EA,15000.6,ge,850,10,OneMax,0
1027,(1+2)-EA,11638.0,gt,850,10,BinVal,5
1028,(1+2)-EA,12520.0,ge,850,10,BinVal,7
1029,(1+5)-EA,15379.0,gt,850,10,OneMax,0
1030,(1+5)-EA,17010.5,ge,850,10,OneMax,0
1031,(1+5)-EA,14142.5,gt,850,10,BinVal,6
1032,(1+5)-EA,13303.333333333334,ge,850,10,BinVal,7
1033,(1+10)-EA,15223.0,gt,850,10,OneMax,0
1034,(1+10)-EA,14822.0,ge,850,10,OneMax,0
1035,(1+10)-EA,14963.333333333334,gt,850,10,BinVal,7
1036,(1+10)-EA,15250.0,ge,850,10,BinVal,6
1037,RLS,5069.1,gt,875,10,OneMax,0
1038,RLS,6126.3,ge,875,10,OneMax,0
1039,RLS,5179.0,gt,875,10,BinVal,0
1040,RLS,6328.2,ge,875,10,BinVal,0
1041,(1+1)-EA,14304.6,gt,875,10,OneMax,0
1042,(1+1)-EA,13660.4,ge,875,10,OneMax,0
1043,(1+1)-EA,11130.0,gt,875,10,BinVal,9
1044,(1+1)-EA,10947.0,ge,875,10,BinVal,8
1045,(1+2)-EA,14098.4,gt,875,10,OneMax,0
1046,(1+2)-EA,13615.6,ge,875,10,OneMax,0
1047,(1+2)-EA,12380.0,gt,875,10,BinVal,6
1048,(1+2)-EA,12966.0,ge,875,10,BinVal,9
1049,(1+5)-EA,15172.5,gt,875,10,OneMax,0
1050,(1+5)-EA,15915.0,ge,875,10,OneMax,0
1051,(1+5)-EA,13616.0,gt,875,10,BinVal,5
1052,(1+5)-EA,14005.0,ge,875,10,BinVal,7
1053,(1+10)-EA,17099.0,gt,875,10,OneMax,0
1054,(1+10)-EA,15857.0,ge,875,10,OneMax,0
1055,(1+10)-EA,15202.5,gt,875,10,BinVal,6
1056,(1+10)-EA,14750.0,ge,875,10,BinVal,6
1057,RLS,5609.4,gt,900,10,OneMax,0
1058,RLS,5711.9,ge,900,10,OneMax,0
1059,RLS,5143.3,gt,900,10,BinVal,0
1060,RLS,5853.777777777777,ge,900,10,BinVal,1
1061,(1+1)-EA,14760.9,gt,900,10,OneMax,0
1062,(1+1)-EA,16055.7,ge,900,10,OneMax,0
1063,(1+1)-EA,inf,gt,900,10,BinVal,10
1064,(1+1)-EA,11134.5,ge,900,10,BinVal,8
1065,(1+2)-EA,15322.0,gt,900,10,OneMax,0
1066,(1+2)-EA,14980.8,ge,900,10,OneMax,0
1067,(1+2)-EA,13126.5,gt,900,10,BinVal,6
1068,(1+2)-EA,13295.6,ge,900,10,BinVal,5
1069,(1+5)-EA,15552.0,gt,900,10,OneMax,0
1070,(1+5)-EA,16260.0,ge,900,10,OneMax,0
1071,(1+5)-EA,13093.75,gt,900,10,BinVal,6
1072,(1+5)-EA,13221.666666666666,ge,900,10,BinVal,7
1073,(1+10)-EA,16196.0,gt,900,10,OneMax,0
1074,(1+10)-EA,17072.0,ge,900,10,OneMax,0
1075,(1+10)-EA,15590.0,gt,900,10,BinVal,7
1076,(1+10)-EA,16260.0,ge,900,10,BinVal,9
1077,RLS,5972.2,gt,925,10,OneMax,0
1078,RLS,6061.2,ge,925,10,OneMax,0
1079,RLS,5808.8,gt,925,10,BinVal,0
1080,RLS,6317.4,ge,925,10,BinVal,0
1081,(1+1)-EA,14836.6,gt,925,10,OneMax,0
1082,(1+1)-EA,15095.3,ge,925,10,OneMax,0
1083,(1+1)-EA,inf,ge,925,10,BinVal,10
1084,(1+2)-EA,17564.2,gt,925,10,OneMax,0
1085,(1+2)-EA,14490.6,ge,925,10,OneMax,0
1086,(1+2)-EA,13168.666666666666,gt,925,10,BinVal,7
1087,(1+2)-EA,12383.333333333334,ge,925,10,BinVal,7
1088,(1+5)-EA,15369.5,gt,925,10,OneMax,0
1089,(1+5)-EA,15178.0,ge,925,10,OneMax,0
1090,(1+5)-EA,14233.75,gt,925,10,BinVal,6
1091,(1+5)-EA,inf,ge,925,10,BinVal,10
1092,(1+10)-EA,17972.0,gt,925,10,OneMax,0
1093,(1+10)-EA,17876.0,ge,925,10,OneMax,0
1094,(1+10)-EA,14675.0,gt,925,10,BinVal,8
1095,(1+10)-EA,13925.0,ge,925,10,BinVal,8
1096,RLS,6975.4,gt,950,10,OneMax,0
1097,RLS,7525.2,ge,950,10,OneMax,0
1098,RLS,5986.5,gt,950,10,BinVal,0
1099,RLS,6562.2,ge,950,10,BinVal,0
1100,(1+1)-EA,15499.7,gt,950,10,OneMax,0
1101,(1+1)-EA,16722.2,ge,950,10,OneMax,0
1102,(1+2)-EA,15339.2,gt,950,10,OneMax,0
1103,(1+2)-EA,14779.4,ge,950,10,OneMax,0
1104,(1+2)-EA,12948.0,gt,950,10,BinVal,9
1105,(1+2)-EA,inf,ge,950,10,BinVal,10
1106,(1+5)-EA,16977.5,gt,950,10,OneMax,0
1107,(1+5)-EA,17408.5,ge,950,10,OneMax,0
1108,(1+5)-EA,14261.666666666666,gt,950,10,BinVal,7
1109,(1+10)-EA,17251.0,gt,950,10,OneMax,0
1110,(1+10)-EA,18661.0,ge,950,10,OneMax,0
1111,(1+10)-EA,13765.0,gt,950,10,BinVal,8
1112,(1+10)-EA,inf,ge,950,10,BinVal,10
1113,RLS,6689.2,gt,975,10,OneMax,0
1114,RLS,6393.9,ge,975,10,OneMax,0
1115,RLS,6761.8,gt,975,10,BinVal,0
1116,RLS,6323.2,ge,975,10,BinVal,0
1117,(1+1)-EA,15081.5,gt,975,10,OneMax,0
1118,(1+1)-EA,17970.3,ge,975,10,OneMax,0
1119,(1+2)-EA,15936.8,gt,975,10,OneMax,0
1120,(1+2)-EA,16076.4,ge,975,10,OneMax,0
1121,(1+2)-EA,inf,gt,975,10,BinVal,10
1122,(1+5)-EA,18729.5,gt,975,10,OneMax,0
1123,(1+5)-EA,17399.0,ge,975,10,OneMax,0
1124,(1+5)-EA,inf,gt,975,10,BinVal,10
1125,(1+10)-EA,18727.0,gt,975,10,OneMax,0
1126,(1+10)-EA,19268.0,ge,975,10,OneMax,0
1127,(1+10)-EA,14740.0,gt,975,10,BinVal,9
1128,RLS,6812.6,gt,1000,10,OneMax,0
1129,RLS,7647.3,ge,1000,10,OneMax,0
1130,RLS,7008.125,gt,1000,10,BinVal,2
1131,RLS,6143.2,ge,1000,10,BinVal,0
1132,(1+1)-EA,18103.9,gt,1000,10,OneMax,0
1133,(1+1)-EA,15714.0,ge,1000,10,OneMax,0
1134,(1+2)-EA,17267.4,gt,1000,10,OneMax,0
1135,(1+2)-EA,14715.0,ge,1000,10,OneMax,0
1136,(1+5)-EA,16534.0,gt,1000,10,OneMax,0
1137,(1+5)-EA,19405.0,ge,1000,10,OneMax,0
1138,(1+10)-EA,17198.0,gt,1000,10,OneMax,0
1139,(1+10)-EA,17824.0,ge,1000,10,OneMax,0
1140,(1+10)-EA,inf,gt,1000,10,BinVal,10
1141,RLS,7051.0,gt,1025,10,OneMax,0
1142,RLS,7169.9,ge,1025,10,OneMax,0
1143,RLS,7234.7,gt,1025,10,BinVal,0
1144,RLS,7752.6,ge,1025,10,BinVal,0
1145,(1+1)-EA,17938.0,gt,1025,10,OneMax,0
1146,(1+1)-EA,17966.9,ge,1025,10,OneMax,0
1147,(1+2)-EA,17264.2,gt,1025,10,OneMax,0
1148,(1+2)-EA,17283.0,ge,1025,10,OneMax,0
1149,(1+5)-EA,17898.5,gt,1025,10,OneMax,0
1150,(1+5)-EA,16130.0,ge,1025,10,OneMax,0
1151,(1+10)-EA,17645.0,gt,1025,10,OneMax,0
1152,(1+10)-EA,16774.0,ge,1025,10,OneMax,0
1153,RLS,6807.7,gt,1050,10,OneMax,0
1154,RLS,7079.2,ge,1050,10,OneMax,0
1155,RLS,6812.166666666667,gt,1050,10,BinVal,4
1156,RLS,7083.5,ge,1050,10,BinVal,0
1157,(1+1)-EA,16590.6,gt,1050,10,OneMax,0
1158,(1+1)-EA,17114.3,ge,1050,10,OneMax,0
1159,(1+2)-EA,18760.8,gt,1050,10,OneMax,0
1160,(1+2)-EA,17786.8,ge,1050,10,OneMax,0
1161,(1+5)-EA,19174.5,gt,1050,10,OneMax,0
1162,(1+5)-EA,18596.0,ge,1050,10,OneMax,0
1163,(1+10)-EA,19893.0,gt,1050,10,OneMax,0
1164,(1+10)-EA,18599.0,ge,1050,10,OneMax,0
1165,RLS,7509.8,gt,1075,10,OneMax,0
1166,RLS,7011.3,ge,1075,10,OneMax,0
1167,RLS,6741.0,gt,1075,10,BinVal,6
1168,RLS,7074.4,ge,1075,10,BinVal,0
1169,(1+1)-EA,16684.0,gt,1075,10,OneMax,0
1170,(1+1)-EA,19136.7,ge,1075,10,OneMax,0
1171,(1+2)-EA,17645.6,gt,1075,10,OneMax,0
1172,(1+2)-EA,18137.2,ge,1075,10,OneMax,0
1173,(1+5)-EA,21777.0,gt,1075,10,OneMax,0
1174,(1+5)-EA,18978.5,ge,1075,10,OneMax,0
1175,(1+10)-EA,19550.0,gt,1075,10,OneMax,0
1176,(1+10)-EA,20293.0,ge,1075,10,OneMax,0
1177,RLS,7317.7,gt,1100,10,OneMax,0
1178,RLS,8268.7,ge,1100,10,OneMax,0
1179,RLS,7622.285714285715,gt,1100,10,BinVal,3
1180,RLS,7156.333333333333,ge,1100,10,BinVal,1
1181,(1+1)-EA,19239.0,gt,1100,10,OneMax,0
1182,(1+1)-EA,18013.9,ge,1100,10,OneMax,0
1183,(1+2)-EA,19786.4,gt,1100,10,OneMax,0
1184,(1+2)-EA,22100.4,ge,1100,10,OneMax,0
1185,(1+5)-EA,18502.5,gt,1100,10,OneMax,0
1186,(1+5)-EA,20463.5,ge,1100,10,OneMax,0
1187,(1+10)-EA,19986.0,gt,1100,10,OneMax,0
1188,(1+10)-EA,20554.0,ge,1100,10,OneMax,0
1189,RLS,8221.9,gt,1125,10,OneMax,0
1190,RLS,6928.8,ge,1125,10,OneMax,0
1191,RLS,7385.5,gt,1125,10,BinVal,6
1192,RLS,7606.875,ge,1125,10,BinVal,2
1193,(1+1)-EA,19972.3,gt,1125,10,OneMax,0
1194,(1+1)-EA,19450.2,ge,1125,10,OneMax,0
1195,(1+2)-EA,19344.2,gt,1125,10,OneMax,0
1196,(1+2)-EA,22036.6,ge,1125,10,OneMax,0
1197,(1+5)-EA,19749.0,gt,1125,10,OneMax,0
1198,(1+5)-EA,20083.5,ge,1125,10,OneMax,0
1199,(1+10)-EA,22151.0,gt,1125,10,OneMax,0
1200,(1+10)-EA,21322.0,ge,1125,10,OneMax,0
1201,RLS,8202.0,gt,1150,10,OneMax,0
1202,RLS,8505.7,ge,1150,10,OneMax,0
1203,RLS,6705.5,gt,1150,10,BinVal,8
1204,RLS,7142.428571428572,ge,1150,10,BinVal,3
1205,(1+1)-EA,21693.1,gt,1150,10,OneMax,0
1206,(1+1)-EA,18777.8,ge,1150,10,OneMax,0
1207,(1+2)-EA,19032.6,gt,1150,10,OneMax,0
1208,(1+2)-EA,21457.2,ge,1150,10,OneMax,0
1209,(1+5)-EA,19163.0,gt,1150,10,OneMax,0
1210,(1+5)-EA,19999.0,ge,1150,10,OneMax,0
1211,(1+10)-EA,21859.0,gt,1150,10,OneMax,0
1212,(1+10)-EA,21950.0,ge,1150,10,OneMax,0
1213,RLS,9171.2,gt,1175,10,OneMax,0
1214,RLS,7576.9,ge,1175,10,OneMax,0
1215,RLS,7594.833333333333,gt,1175,10,BinVal,4
1216,RLS,7046.125,ge,1175,10,BinVal,2
1217,(1+1)-EA,21751.1,gt,1175,10,OneMax,0
1218,(1+1)-EA,21458.8,ge,1175,10,OneMax,0
1219,(1+2)-EA,18670.0,gt,1175,10,OneMax,0
1220,(1+2)-EA,21263.6,ge,1175,10,OneMax,0
1221,(1+5)-EA,20551.0,gt,1175,10,OneMax,0
1222,(1+5)-EA,20666.0,ge,1175,10,OneMax,0
1223,(1+10)-EA,22318.0,gt,1175,10,OneMax,0
1224,(1+10)-EA,22074.0,ge,1175,10,OneMax,0
1225,RLS,8730.8,gt,1200,10,OneMax,0
1226,RLS,8591.7,ge,1200,10,OneMax,0
1227,RLS,7097.0,gt,1200,10,BinVal,9
1228,RLS,7194.666666666667,ge,1200,10,BinVal,7
1229,(1+1)-EA,20027.9,gt,1200,10,OneMax,0
1230,(1+1)-EA,19356.2,ge,1200,10,OneMax,0
1231,(1+2)-EA,19953.4,gt,1200,10,OneMax,0
1232,(1+2)-EA,19971.8,ge,1200,10,OneMax,0
1233,(1+5)-EA,21976.0,gt,1200,10,OneMax,0
1234,(1+5)-EA,23481.5,ge,1200,10,OneMax,0
1235,(1+10)-EA,24951.0,gt,1200,10,OneMax,0
1236,(1+10)-EA,25067.0,ge,1200,10,OneMax,0
1237,RLS,7933.1,gt,1225,10,OneMax,0
1238,RLS,7803.6,ge,1225,10,OneMax,0
1239,RLS,inf,gt,1225,10,BinVal,10
1240,RLS,7494.166666666667,ge,1225,10,BinVal,4
1241,(1+1)-EA,20752.5,gt,1225,10,OneMax,0
1242,(1+1)-EA,23449.0,ge,1225,10,OneMax,0
1243,(1+2)-EA,23657.0,gt,1225,10,OneMax,0
1244,(1+2)-EA,23161.0,ge,1225,10,OneMax,0
1245,(1+5)-EA,21316.5,gt,1225,10,OneMax,0
1246,(1+5)-EA,22703.0,ge,1225,10,OneMax,0
1247,(1+10)-EA,23608.0,gt,1225,10,OneMax,0
1248,(1+10)-EA,23555.0,ge,1225,10,OneMax,0
1249,RLS,9754.6,gt,1250,10,OneMax,0
1250,RLS,9135.2,ge,1250,10,OneMax,0
1251,RLS,7049.6,ge,1250,10,BinVal,5
1252,(1+1)-EA,24882.8,gt,1250,10,OneMax,0
1253,(1+1)-EA,21003.7,ge,1250,10,OneMax,0
1254,(1+2)-EA,22724.6,gt,1250,10,OneMax,0
1255,(1+2)-EA,21546.6,ge,1250,10,OneMax,0
1256,(1+5)-EA,21085.5,gt,1250,10,OneMax,0
1257,(1+5)-EA,23133.0,ge,1250,10,OneMax,0
1258,(1+10)-EA,25074.0,gt,1250,10,OneMax,0
1259,(1+10)-EA,25145.0,ge,1250,10,OneMax,0
1260,RLS,9182.7,gt,1275,10,OneMax,0
1261,RLS,8761.1,ge,1275,10,OneMax,0
1262,RLS,inf,ge,1275,10,BinVal,10
1263,(1+1)-EA,21727.3,gt,1275,10,OneMax,0
1264,(1+1)-EA,22689.9,ge,1275,10,OneMax,0
1265,(1+2)-EA,22170.0,gt,1275,10,OneMax,0
1266,(1+2)-EA,21419.0,ge,1275,10,OneMax,0
1267,(1+5)-EA,25173.0,gt,1275,10,OneMax,0
1268,(1+5)-EA,23213.5,ge,1275,10,OneMax,0
1269,(1+10)-EA,27109.0,gt,1275,10,OneMax,0
1270,(1+10)-EA,23823.0,ge,1275,10,OneMax,0
1271,RLS,8909.9,gt,1300,10,OneMax,0
1272,RLS,8723.2,ge,1300,10,OneMax,0
1273,(1+1)-EA,22669.3,gt,1300,10,OneMax,0
1274,(1+1)-EA,23077.8,ge,1300,10,OneMax,0
1275,(1+2)-EA,22289.6,gt,1300,10,OneMax,0
1276,(1+2)-EA,25164.4,ge,1300,10,OneMax,0
1277,(1+5)-EA,20838.0,gt,1300,10,OneMax,0
1278,(1+5)-EA,23483.0,ge,1300,10,OneMax,0
1279,(1+10)-EA,23996.0,gt,1300,10,OneMax,0
1280,(1+10)-EA,23149.0,ge,1300,10,OneMax,0
1281,RLS,9129.1,gt,1325,10,OneMax,0
1282,RLS,10154.0,ge,1325,10,OneMax,0
1283,(1+1)-EA,23052.4,gt,1325,10,OneMax,0
1284,(1+1)-EA,23141.4,ge,1325,10,OneMax,0
1285,(1+2)-EA,22869.6,gt,1325,10,OneMax,0
1286,(1+2)-EA,22018.0,ge,1325,10,OneMax,0
1287,(1+5)-EA,22074.0,gt,1325,10,OneMax,0
1288,(1+5)-EA,21510.0,ge,1325,10,OneMax,0
1289,(1+10)-EA,26685.0,gt,1325,10,OneMax,0
1290,(1+10)-EA,27439.0,ge,1325,10,OneMax,0
1291,RLS,9217.0,gt,1350,10,OneMax,0
1292,RLS,9741.1,ge,1350,10,OneMax,0
1293,(1+1)-EA,23938.7,gt,1350,10,OneMax,0
1294,(1+1)-EA,22473.7,ge,1350,10,OneMax,0
1295,(1+2)-EA,24629.4,gt,1350,10,OneMax,0
1296,(1+2)-EA,23719.0,ge,1350,10,OneMax,0
1297,(1+5)-EA,24106.5,gt,1350,10,OneMax,0
1298,(1+5)-EA,24194.0,ge,1350,10,OneMax,0
1299,(1+10)-EA,23837.0,gt,1350,10,OneMax,0
1300,(1+10)-EA,26335.0,ge,1350,10,OneMax,0
1301,RLS,10050.7,gt,1375,10,OneMax,0
1302,RLS,11178.4,ge,1375,10,OneMax,0
1303,(1+1)-EA,22110.0,gt,1375,10,OneMax,0
1304,(1+1)-EA,24309.3,ge,1375,10,OneMax,0
1305,(1+2)-EA,24496.8,gt,1375,10,OneMax,0
1306,(1+2)-EA,24382.4,ge,1375,10,OneMax,0
1307,(1+5)-EA,27495.0,gt,1375,10,OneMax,0
1308,(1+5)-EA,25945.0,ge,1375,10,OneMax,0
1309,(1+10)-EA,26860.0,gt,1375,10,OneMax,0
1310,(1+10)-EA,28740.0,ge,1375,10,OneMax,0
1311,RLS,10848.4,gt,1400,10,OneMax,0
1312,RLS,9415.6,ge,1400,10,OneMax,0
1313,(1+1)-EA,22349.0,gt,1400,10,OneMax,0
1314,(1+1)-EA,23649.1,ge,1400,10,OneMax,0
1315,(1+2)-EA,23016.2,gt,1400,10,OneMax,0
1316,(1+2)-EA,26347.6,ge,1400,10,OneMax,0
1317,(1+5)-EA,25783.5,gt,1400,10,OneMax,0
1318,(1+5)-EA,23447.0,ge,1400,10,OneMax,0
1319,(1+10)-EA,28693.0,gt,1400,10,OneMax,0
1320,(1+10)-EA,26635.0,ge,1400,10,OneMax,0
1321,RLS,9061.8,gt,1425,10,OneMax,0
1322,RLS,10347.7,ge,1425,10,OneMax,0
1323,(1+1)-EA,25198.2,gt,1425,10,OneMax,0
1324,(1+1)-EA,28197.6,ge,1425,10,OneMax,0
1325,(1+2)-EA,24570.4,gt,1425,10,OneMax,0
1326,(1+2)-EA,25489.6,ge,1425,10,OneMax,0
1327,(1+5)-EA,28665.0,gt,1425,10,OneMax,0
1328,(1+5)-EA,27449.0,ge,1425,10,OneMax,0
1329,(1+10)-EA,29526.0,gt,1425,10,OneMax,0
1330,(1+10)-EA,28593.0,ge,1425,10,OneMax,0
1331,RLS,11068.2,gt,1450,10,OneMax,0
1332,RLS,9434.8,ge,1450,10,OneMax,0
1333,(1+1)-EA,27973.1,gt,1450,10,OneMax,0
1334,(1+1)-EA,26140.6,ge,1450,10,OneMax,0
1335,(1+2)-EA,26101.0,gt,1450,10,OneMax,0
1336,(1+2)-EA,27369.8,ge,1450,10,OneMax,0
1337,(1+5)-EA,25332.5,gt,1450,10,OneMax,0
1338,(1+5)-EA,28405.5,ge,1450,10,OneMax,0
1339,(1+10)-EA,28241.0,gt,1450,10,OneMax,0
1340,(1+10)-EA,27936.0,ge,1450,10,OneMax,0
1341,RLS,10285.0,gt,1475,10,OneMax,0
1342,RLS,10442.7,ge,1475,10,OneMax,0
1343,(1+1)-EA,24412.8,gt,1475,10,OneMax,0
1344,(1+1)-EA,29056.9,ge,1475,10,OneMax,0
1345,(1+2)-EA,27391.2,gt,1475,10,OneMax,0
1346,(1+2)-EA,26943.4,ge,1475,10,OneMax,0
1347,(1+5)-EA,28164.0,gt,1475,10,OneMax,0
1348,(1+5)-EA,26480.5,ge,1475,10,OneMax,0
1349,(1+10)-EA,28038.0,gt,1475,10,OneMax,0
1350,(1+10)-EA,25657.0,ge,1475,10,OneMax,0
1351,RLS,10466.1,gt,1500,10,OneMax,0
1352,RLS,10606.0,ge,1500,10,OneMax,0
1353,(1+1)-EA,25226.1,gt,1500,10,OneMax,0
1354,(1+1)-EA,26183.7,ge,1500,10,OneMax,0
1355,(1+2)-EA,29248.2,gt,1500,10,OneMax,0
1356,(1+2)-EA,26063.0,ge,1500,10,OneMax,0
1357,(1+5)-EA,27551.5,gt,1500,10,OneMax,0
1358,(1+5)-EA,29480.0,ge,1500,10,OneMax,0
1359,(1+10)-EA,30396.0,gt,1500,10,OneMax,0
1360,(1+10)-EA,30618.0,ge,1500,10,OneMax,0
1361,RLS,10408.6,gt,1525,10,OneMax,0
1362,RLS,11355.1,ge,1525,10,OneMax,0
1363,(1+1)-EA,31716.6,gt,1525,10,OneMax,0
1364,(1+1)-EA,26608.9,ge,1525,10,OneMax,0
1365,(1+2)-EA,31156.8,gt,1525,10,OneMax,0
1366,(1+2)-EA,28471.8,ge,1525,10,OneMax,0
1367,(1+5)-EA,28040.0,gt,1525,10,OneMax,0
1368,(1+5)-EA,25986.0,ge,1525,10,OneMax,0
1369,(1+10)-EA,30936.0,gt,1525,10,OneMax,0
1370,(1+10)-EA,30287.0,ge,1525,10,OneMax,0
1371,RLS,11992.0,gt,1550,10,OneMax,0
1372,RLS,11117.1,ge,1550,10,OneMax,0
1373,(1+1)-EA,27972.0,gt,1550,10,OneMax,0
1374,(1+1)-EA,27020.4,ge,1550,10,OneMax,0
