,filename,algorithm,iterations,solution,time,kp_capacity,item_number,optimal_solution,aborted
0,data/a280_n279_uncorr-similar-weights_03.ttp,DP,0,,60.35882568359375,76434,279,,True
1,data/a280_n279_uncorr-similar-weights_03.ttp,Greedy,0,65323.0,0.0,76434,279,,False
2,data/a280_n279_uncorr-similar-weights_03.ttp,(1+1)-EA zero_init,765152,65323.0,60.00001311302185,76434,279,,True
3,data/a280_n279_uncorr-similar-weights_03.ttp,(1+1)-EA greedy_init,1120463,65323.0,60.00003504753113,76434,279,,True
