,filename,algorithm,iterations,solution,time,kp_capacity,item_number,optimal_solution,aborted
0,data/a280_n1395_bounded-strongly-corr_02.ttp,DP_opt,0,316741.0,600.3832857608795,241541,1395,,True
1,data/a280_n1395_bounded-strongly-corr_02.ttp,Greedy,0,355389.0,0.0,241541,1395,,False
2,data/a280_n1395_bounded-strongly-corr_02.ttp,(1+1)-EA zero_init,15495696,355041.0,600.0000250339508,241541,1395,,True
3,data/a280_n1395_bounded-strongly-corr_02.ttp,(1+1)-EA greedy_init,15066251,355941.0,600.0000250339508,241541,1395,,True
